AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,Outdegree,NeighborhoodConnectivity,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0,0,3,3,0,17,0,0,0
6.840747227,1.783776157,0.146182861,0,18,15,5,10,11.33333333,0,0,324523498
0,0,0,0,0,5,5,0,11,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
5.959369527,3.563562531,0.167802986,0,17,15,5,10,47.73333333,0,0,707421612
0,0,0,0,0,2,2,0,11.5,0,0,0
8.089784005,2.089135995,0.123612695,0,17,13,12,1,13.30769231,0,0,386609800
6.554932866,0.564244249,0.152556864,0,17,10,1,9,7.9,0,0,98576093
0,0,0,0.013888889,0,9,9,0,12.33333333,0,0,0
6.573496789,2.363932425,0.152126035,0.008333333,18,16,6,10,13.125,0,0,468430170
0,0,0,0,0,5,5,0,13.4,0,0,0
7.207122008,2.512817781,0.13875164,0,18,14,5,9,10.14285714,0,0,435064748
0,0,0,0,0,8,8,0,14.25,0,0,0
0,0,0,0,0,3,3,0,14,0,0,0
6.181552831,2.17698302,0.16177165,0.007575758,17,12,2,10,13.75,0,0,386783238
0,0,0,0,0,2,2,0,12,0,0,0
6.664098074,1.466243083,0.150057816,0,16,12,2,10,10.66666667,0,0,283722319
6.561237595,1.435724055,0.152410271,0,16,12,2,10,9.083333333,0,0,258103602
6.132049037,3.223943841,0.163077626,0,17,17,7,10,14.88235294,0,0,583500381
1,0.297249796,1,0.007575758,1,12,7,5,10.33333333,0,0,51368365
6.340805604,3.914157259,0.157708667,0,16,13,3,10,9.692307692,0,0,672071460
6.589492119,2.002059971,0.151756764,0,16,13,5,8,15,0,0,372566908
0,0,0,0,0,1,1,0,17,0,0,0
6.063981319,2.658628187,0.16490816,0,17,11,2,9,12.09090909,0,0,465688309
0,0,0,0,0,3,3,0,14,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,5,5,0,25.6,0,0,0
6.748511384,2.005405848,0.148180827,0,17,17,7,10,8,0,0,372549498
6.787273789,2.33829693,0.14733456,0,19,12,2,10,10.58333333,0,0,430081568
6.738704028,3.757002168,0.148396486,0,18,12,3,9,11.08333333,0,0,717775630
6.498307064,5.272986002,0.153886234,0.007352941,17,17,7,10,12.94117647,0,0,988373247
0,0,0,0,0,6,6,0,11.16666667,0,0,0
7.634909515,1.734589688,0.130977322,0,17,17,7,10,10.52941176,0,0,325833543
6.385872738,7.776887674,0.156595667,0.002923977,16,19,9,10,13.36842105,0,0,1479454895
8.188441331,2.651428154,0.122123364,0.00952381,19,15,5,10,8.8,0,0,502366580
7.527028605,3.879208116,0.13285455,0,16,21,11,10,12.0952381,0,0,750085112
7.295855225,2.570134908,0.137064123,0.002923977,18,19,9,10,9.947368421,0,0,472980129
0,0,0,0,0,1,1,0,17,0,0,0
6.742206655,1.530839549,0.148319393,0,16,15,5,10,11.06666667,0,0,269231826
6.181552831,2.60280873,0.16177165,0,18,17,7,10,47.58823529,0,0,544302752
5.982837128,6.736630582,0.167144781,0,16,16,6,10,14.125,0,0,1288935469
6.681727963,2.682520356,0.149661885,0.037878788,16,12,4,8,11.83333333,0,0,489475225
7.196380619,7.510444839,0.138958742,0.003448276,18,30,12,18,10,0,0,1374560239
0,0,0,0.009090909,0,11,11,0,12.45454545,0,0,0
0,0,0,0,0,2,2,0,7,0,0,0
6.566958552,6.915182221,0.152277495,0,17,19,9,10,9.789473684,0,0,1374662220
0,0,0,0,0,8,8,0,14.5,0,0,0
0,0,0,0,0,3,3,0,15.66666667,0,0,0
6.694103911,3.579445097,0.149385192,0.007575758,16,12,2,10,12.91666667,0,0,798076860
6.60385289,6.063210404,0.151426753,0.009090909,18,11,1,10,16.81818182,0,0,1458735075
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,3,3,0,16,0,0,0
0,0,0,0,0,10,10,0,12.5,0,0,0
0,0,0,0,0,3,3,0,14,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
5.96193812,11.00675049,0.167730691,0,16,12,2,10,20.41666667,0,0,2141709919
6.878925861,5.111801515,0.145371533,0,18,17,7,10,11.52941176,0,0,978457501
6.884179802,2.069443964,0.145260587,0,17,14,4,10,8.142857143,0,0,363861763
6.207589025,10.93469695,0.161093139,0,16,24,14,10,12.91666667,0,0,2017695997
6.481611208,1.495611205,0.154282626,0,17,12,3,9,30.08333333,0,0,297232090
6.115353182,2.777621184,0.163522853,0.003676471,17,17,7,10,12.35294118,0,0,541924221
6.246935201,0.613888498,0.160078497,0.015151515,18,12,2,10,46.5,0,0,127709904
7.564389959,1.051793322,0.132198367,0,18,8,4,4,14.25,0,0,267619086
0,0,0,0,0,10,10,0,11.9,0,0,0
0,0,0,0.033333333,0,6,6,0,13.83333333,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.169410391,4.04722763,0.162090044,0,17,14,4,10,12.42857143,0,0,751453319
6.13461763,2.943377464,0.163009345,0.005494505,17,14,4,10,10.92857143,0,0,578702444
6.603619381,2.326964967,0.151432107,0.003676471,17,17,7,10,30.23529412,0,0,440908091
6.068884997,2.808710263,0.164774913,0.057692308,17,13,3,10,57.92307692,0,0,556979455
0,0,0,0,0,4,4,0,14.5,0,0,0
6.529597198,6.71872691,0.153148804,0.003076923,17,26,16,10,12.34615385,0,0,1320812681
0,0,0,0.033333333,0,6,6,0,13.66666667,0,0,0
0,0,0,0,0,6,6,0,13.33333333,0,0,0
0,0,0,0.033333333,0,6,6,0,15.66666667,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,5,5,0,13,0,0,0
7.893169877,0.420536594,0.126691813,0.018181818,18,11,1,10,11.09090909,0,0,71481268
0,0,0,0,0,3,3,0,14,0,0,0
7.109398716,1.114243994,0.140658871,0,18,13,3,10,8.230769231,0,0,191879415
0,0,0,0,0,1,1,0,13,0,0,0
6.460361938,2.850260294,0.154790089,0.005494505,16,14,4,10,15.42857143,0,0,561204179
1.5,0.006654706,0.666666667,0,2,3,2,1,13.66666667,0,0,1057703
0,0,0,0,0,4,4,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.576065382,4.235181746,0.152066615,0.004761905,17,15,5,10,9.866666667,0,0,763788384
7.086164623,1.531820994,0.141120063,0.006410256,17,13,3,10,9.307692308,0,0,283657473
0,0,0,0,0,2,2,0,14.5,0,0,0
7.605370695,2.351920995,0.13148603,0.010989011,18,14,6,8,11.92857143,0,0,411339941
0,0,0,0,0,3,3,0,13.66666667,0,0,0
0,0,0,0,0,6,6,0,12.33333333,0,0,0
0,0,0,0,0,14,14,0,11.42857143,0,0,0
8.207005254,1.425938271,0.121847126,0,19,14,4,10,8.857142857,0,0,242936699
0,0,0,0,0,3,3,0,12.33333333,0,0,0
0,0,0,0,0,3,3,0,11.66666667,0,0,0
0,0,0,0,0,5,5,0,12,0,0,0
9.201517805,0.350843789,0.108677723,0,20,8,1,7,9.25,0,0,58264467
0,0,0,0,0,9,9,0,17.88888889,0,0,0
0,0,0,0,0,4,4,0,22.5,0,0,0
0,0,0,0,0,2,2,0,31.5,0,0,0
0,0,0,0,0,1,1,0,49,0,0,0
0,0,0,0.002631579,0,20,20,0,13.6,0,0,0
6.204903678,4.438622951,0.161162856,0.027472527,17,14,4,10,53.71428571,0,0,1011818997
0,0,0,0.5,0,2,2,0,35.5,0,0,0
0,0,0,0,0,1,1,0,57,0,0,0
1,0.035983209,1,0,1,2,1,1,31.5,0,0,6237486
6.360186807,14.20054692,0.157228086,0,17,17,7,10,15.82352941,0,0,2903517588
6.582370111,6.162372494,0.151920962,0.021978022,17,14,4,10,15.28571429,0,0,1289872076
0,0,0,0,0,7,7,0,19,0,0,0
0,0,0,0,0,8,8,0,17.375,0,0,0
0,0,0,0.010989011,0,14,14,0,18.78571429,0,0,0
6.475656743,10.81136035,0.154424492,0,15,11,1,10,29.09090909,0,0,2337060255
0,0,0,0,0,4,4,0,24.25,0,0,0
0,0,0,0,0,7,7,0,20,0,0,0
0,0,0,0,0,1,1,0,69,0,0,0
7.297840047,6.455627964,0.137026845,0,18,22,12,10,13.27272727,0,0,1363620865
0,0,0,0,0,6,6,0,22.5,0,0,0
0,0,0,0.004166667,0,16,16,0,15.8125,0,0,0
0,0,0,0,0,5,5,0,23,0,0,0
6.835259778,3.772374286,0.146300219,0,17,14,4,10,14.64285714,0,0,770491093
6.741739638,9.667674036,0.148329668,0.00952381,16,15,5,10,12.93333333,0,0,1916711524
6.244833625,12.43615323,0.160132369,0.004166667,17,16,6,10,14.625,0,0,2534412152
0,0,0,0,0,5,5,0,24.8,0,0,0
0,0,0,0,0,4,4,0,24.5,0,0,0
0,0,0,0.010989011,0,14,14,0,18.78571429,0,0,0
0,0,0,0,0,3,3,0,40.66666667,0,0,0
7.078108581,6.435779932,0.141280681,0,18,15,5,10,15.26666667,0,0,1210841825
6.669935785,6.128847753,0.149926481,0.011029412,17,17,7,10,19.29411765,0,0,1369207617
7.177466433,1.28078389,0.139324929,0,19,14,4,10,17.5,0,0,252480349
6.257559837,5.36542848,0.159806702,0.003676471,16,17,7,10,48.41176471,0,0,1167851794
6.959603036,10.99364681,0.143686356,0,18,27,17,10,15,0,0,2092415176
0,0,0,0.015151515,0,12,12,0,20.16666667,0,0,0
0,0,0,0,0,19,19,0,16.52631579,0,0,0
6.223701109,0.375871756,0.160676096,0.072727273,17,11,1,10,67,0,0,93855873
6.111266783,3.571369754,0.163632195,0.0125,17,16,6,10,37.5625,0,0,738760011
0,0,0,0,0,6,6,0,15,0,0,0
6.398482195,10.02124206,0.156287065,0.025641026,17,13,5,8,23.84615385,0,0,2033117804
6.411792177,0.530729166,0.155962635,0.007575758,18,12,2,10,32.58333333,0,0,134661634
8.070753065,0.87866105,0.123904175,0,19,11,1,10,5.818181818,0,0,149682274
6.155399883,8.110885597,0.162458982,0,17,18,8,10,11.83333333,0,0,1452581724
6.140221833,1.502947932,0.162860565,0,16,14,4,10,45.78571429,0,0,331221458
0,0,0,0,0,7,7,0,16.28571429,0,0,0
0,0,0,0,0,5,5,0,16.6,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
6.630823117,2.901063657,0.150810839,0.016339869,17,18,8,10,12.22222222,0,0,542471917
7.182486865,3.420223945,0.139227543,0.004761905,16,21,12,9,12.47619048,0,0,618803455
1.411764706,0.18946118,0.708333333,0,2,12,2,10,8.25,0,0,32180333
0,0,0,0,0,13,13,0,16.76923077,0,0,0
6.663047285,6.174593607,0.15008148,0,18,16,7,9,12.6875,0,0,1192345483
0,0,0,0,0,1,1,0,12,0,0,0
7.108347928,2.786524708,0.140679664,0,18,11,2,9,8,0,0,504669268
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,7,7,0,12,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,4,4,0,13.25,0,0,0
0,0,0,0,0,5,5,0,8.4,0,0,0
0,0,0,0,0,4,4,0,15,0,0,0
7.706363106,1.291296221,0.129762897,0,18,4,3,1,16.25,0,0,255455773
6.201984822,7.882593396,0.161238705,0.014705882,17,17,4,13,13.23529412,0,0,1696012100
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
6.60992411,2.283639499,0.151287667,0,17,12,2,10,11.16666667,0,0,480946369
0,0,0,0,0,5,5,0,14.4,0,0,0
0,0,0,0.00877193,0,19,19,0,15.36842105,0,0,0
6.297956801,4.89754312,0.158781654,0.009803922,17,18,8,10,41.11111111,0,0,1128327976
6.42591944,2.973434344,0.155619754,0,17,12,2,10,25.91666667,0,0,577494173
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,5,5,0,18.2,0,0,0
0,0,0,0,0,5,5,0,12.6,0,0,0
0,0,0,0,0,7,7,0,12.71428571,0,0,0
0,0,0,0,0,8,8,0,14.875,0,0,0
7.566258027,0.332791576,0.132165728,0,18,2,1,1,18.5,0,0,59863476
0,0,0,0.083333333,0,4,4,0,20,0,0,0
6.468067717,6.654208196,0.154605679,0.003676471,17,17,7,10,11.64705882,0,0,1194565237
6.01599533,9.31309221,0.166223533,0.00877193,17,19,9,10,13.94736842,0,0,1780172950
7.022416813,1.048062716,0.142401117,0,17,13,3,10,10,0,0,196993634
6.258026853,0.788488896,0.159794776,0,17,12,2,10,47.75,0,0,173469809
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,5,5,0,10.4,0,0,0
8.102743724,1.716408981,0.123414986,0,19,15,5,10,7.533333333,0,0,301995418
6.576649154,6.262976578,0.152053117,0.003267974,18,18,9,9,15.44444444,0,0,1357024088
6.911850555,4.310621926,0.144679054,0,17,18,8,10,10.22222222,0,0,822913411
0,0,0,0,0,10,10,0,12.3,0,0,0
6.026736719,2.961236005,0.165927275,0.023809524,17,15,5,10,51.6,0,0,627282268
6.214827788,2.810975205,0.160905504,0,18,12,2,10,13.5,0,0,547183589
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,3,3,0,19,0,0,0
0,0,0,0,0,7,7,0,14,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,10,10,0,13.6,0,0,0
6.756567426,4.25467159,0.148004147,0,18,16,6,10,11.25,0,0,767537758
0,0,0,0,0,8,8,0,14,0,0,0
0,0,0,0,0,3,3,0,10,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.73683596,3.158438252,0.148437635,0,18,13,3,10,14.07692308,0,0,603543218
7.314535902,0.354602516,0.136714074,0,18,11,1,10,9.909090909,0,0,63222338
0,0,0,0,0,4,4,0,27,0,0,0
0,0,0,0,0,5,5,0,13,0,0,0
6.208756567,3.45603422,0.161062846,0,17,12,3,9,12.25,0,0,577502848
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,14,14,0,13.07142857,0,0,0
0,0,0,0,0,3,3,0,19.33333333,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
7.481611208,1.662370286,0.133661049,0,19,13,4,9,13.23076923,0,0,302665064
0,0,0,0,0,3,3,0,13.66666667,0,0,0
1,0.164182239,1,0,1,7,6,1,19.85714286,0,0,31008349
0,0,0,0,0,3,3,0,12.33333333,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.796263865,3.550055244,0.147139667,0,18,14,4,10,8.5,0,0,622599437
0,0,0,0,0,5,5,0,12.2,0,0,0
0,0,0,0,0,11,11,0,14.27272727,0,0,0
7.540221833,3.760121062,0.132622093,0,19,14,4,10,9.285714286,0,0,678458734
0,0,0,0,0,4,4,0,11.75,0,0,0
8.223817863,0.949532237,0.121598024,0,18,12,4,8,6.75,0,0,168544564
0,0,0,0,0,3,3,0,13.66666667,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
7.01517805,0.737361111,0.142548057,0,18,10,1,9,7.1,0,0,139926006
7.289316988,1.689101852,0.137187065,0.003267974,17,18,8,10,13.94444444,0,0,336723998
0,0,0,0,0,4,4,0,16,0,0,0
6.189492119,9.210089093,0.161564145,0.004166667,16,16,6,10,38.875,0,0,1924957793
0,0,0,0,0,1,1,0,23,0,0,0
6.102743724,2.17680612,0.163860723,0.03030303,17,12,2,10,56.91666667,0,0,508512715
6.51336836,1.329029926,0.153530392,0.016483516,17,14,4,10,35.71428571,0,0,300073913
1,0.700259862,1,0.004166667,1,16,6,10,11.4375,0,0,123244726
0,0,0,0,0,4,4,0,14.5,0,0,0
0,0,0,0,0,4,4,0,13.5,0,0,0
0,0,0,0.011111111,0,10,10,0,12.2,0,0,0
0,0,0,0,0,8,8,0,12,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.958085231,4.063152033,0.125658368,0,18,16,7,9,9.6875,0,0,712303328
0,0,0,0,0,7,7,0,13.42857143,0,0,0
0,0,0,0,0,3,3,0,14.66666667,0,0,0
6.759019264,1.822788089,0.147950459,0,19,12,2,10,14.25,0,0,359535597
6.162521891,1.338846218,0.162271229,0,16,14,4,10,47,0,0,262810344
6.961587858,0.56252993,0.14364539,0,18,11,1,10,8.454545455,0,0,91775333
6.717454758,2.518562911,0.148865908,0,18,14,4,10,15.71428571,0,0,490444071
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
6.68056042,1.658870099,0.149688041,0,17,12,2,10,11.5,0,0,284660975
7.323759486,5.233157817,0.136541895,0,18,14,5,9,10.35714286,0,0,948601752
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,2,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,5,5,0,17.8,0,0,0
7.118155283,2.322943711,0.140485837,0.005494505,18,14,4,10,13.71428571,0,0,461288463
6.515936953,5.160470242,0.15346987,0.001976285,17,23,14,9,12.7826087,0,0,1110739980
1,0.004873821,1,0,1,3,2,1,11.33333333,0,0,770226
6.81214244,1.652307234,0.146796696,0,17,13,3,10,12.61538462,0,0,311721123
6.236310566,2.979060245,0.160351219,0,17,12,2,10,10.41666667,0,0,499627238
1,0.192327985,1,0,1,2,1,1,7.5,0,0,31009149
0,0,0,0,0,1,1,0,14,0,0,0
6.606421483,4.951372905,0.151367878,0,17,14,4,10,9.428571429,0,0,883989829
7.405604203,2.153154155,0.135032871,0.006410256,17,13,4,9,8.615384615,0,0,378663058
7.890017513,1.26896439,0.126742431,0,19,12,2,10,7.583333333,0,0,231828657
6.824051372,3.787266517,0.146540515,0,17,12,2,10,9.833333333,0,0,686395989
7.378050204,4.248561757,0.135537164,0.002631579,18,20,11,9,11.75,0,0,777050427
7.279509632,0.628937837,0.13737189,0,18,12,3,9,10.66666667,0,0,141092576
0,0,0,0,0,4,4,0,18.25,0,0,0
7.341272621,4.669966682,0.136216165,0,18,20,10,10,11.95,0,0,857194379
7.580502043,0.248794485,0.131917384,0,19,3,2,1,16.66666667,0,0,42783974
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0,0,5,5,0,11.6,0,0,0
0,0,0,0,0,7,7,0,12.57142857,0,0,0
0,0,0,0.002923977,0,19,19,0,14.84210526,0,0,0
0,0,0,0,0,6,6,0,12.16666667,0,0,0
1,0.104004,1,0,1,4,3,1,11.5,0,0,16543045
6.893987157,5.852053392,0.14505394,0.00952381,16,15,10,5,12.4,0,0,1052403604
6.857676591,5.679219441,0.145821983,0.007352941,17,17,7,10,15.41176471,0,0,1049130467
6.786106246,2.207775914,0.147359909,0,16,13,3,10,11.46153846,0,0,378725034
7.665032107,0.09070186,0.130462598,0,19,2,1,1,19,0,0,18824172
6.350262697,7.156675082,0.1574738,0,18,15,5,10,12.46666667,0,0,1478567282
6.95364857,1.197253649,0.143809396,0,18,12,3,9,10.25,0,0,203297809
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0.033333333,0,6,6,0,12,0,0,0
0,0,0,0,0,6,6,0,19,0,0,0
6.473204904,4.62912652,0.154482983,0.003676471,16,17,7,10,16.58823529,0,0,820920493
7.159369527,0.782160967,0.139677104,0,17,13,3,10,8.769230769,0,0,134560564
0,0,0,0,0,6,6,0,14.5,0,0,0
7.005837712,3.019706524,0.142738105,0.016666667,17,16,7,9,12.3125,0,0,548221096
0,0,0,0.007575758,0,12,12,0,11.5,0,0,0
0,0,0,0,0,4,4,0,17,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.434676007,5.145501917,0.15540798,0.003676471,18,17,8,9,14,0,0,1050411334
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,8,8,0,12.375,0,0,0
0,0,0,0,0,7,7,0,12.57142857,0,0,0
7.424751897,1.063177081,0.134684635,0,19,11,1,10,5.272727273,0,0,177050821
0,0,0,0,0,9,9,0,14.66666667,0,0,0
0,0,0,0,0,1,1,0,21,0,0,0
0,0,0,0,0,5,5,0,13.8,0,0,0
0,0,0,0,0,6,6,0,12.66666667,0,0,0
0,0,0,0,0,12,12,0,13.83333333,0,0,0
0,0,0,0,0,2,2,0,16,0,0,0
6.969994162,4.351870827,0.143472143,0,16,12,2,10,9.583333333,0,0,855653383
0,0,0,0,0,14,14,0,15,0,0,0
0,0,0,0,0,3,3,0,15.33333333,0,0,0
0,0,0,0,0,6,6,0,12,0,0,0
6.579100992,0.778934218,0.151996451,0,17,12,2,10,11.66666667,0,0,153508212
0,0,0,0.002631579,0,20,20,0,15.9,0,0,0
0,0,0,0,0,23,23,0,12.34782609,0,0,0
6.272854641,8.774463156,0.159417053,0,17,19,10,9,11.57894737,0,0,1686893053
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,6,6,0,12.33333333,0,0,0
6.254290718,3.90435195,0.159890233,0,16,14,4,10,11.21428571,0,0,763396245
2.545454545,0.457977457,0.392857143,0,3,6,5,1,14.66666667,0,0,75471041
0,0,0,0,0,5,5,0,12.4,0,0,0
0,0,0,0,0,9,9,0,12.88888889,0,0,0
0,0,0,0,0,6,6,0,13.66666667,0,0,0
0,0,0,0,0,3,3,0,12,0,0,0
0,0,0,0,0,7,7,0,12.85714286,0,0,0
0,0,0,0,0,8,8,0,13.5,0,0,0
6.745359019,1.494342101,0.148250078,0,18,11,1,10,15.36363636,0,0,317259183
6.785055458,3.313598332,0.14738273,0,15,13,3,10,10.84615385,0,0,664300704
7.074138938,4.933403665,0.14135996,0,16,15,5,10,12.66666667,0,0,1034350257
0,0,0,0,0,1,1,0,24,0,0,0
7.056042032,2.453354658,0.141722512,0,18,11,1,10,9,0,0,466532628
0,0,0,0,0,1,1,0,24,0,0,0
0,0,0,0,0,1,1,0,24,0,0,0
0,0,0,0,0,7,7,0,14.71428571,0,0,0
0,0,0,0,0,3,3,0,16,0,0,0
7.408873322,6.81837765,0.134973289,0.003381643,18,46,17,29,8.695652174,0,0,1169591656
6.90647986,1.743638146,0.144791561,0,18,15,5,10,13.2,0,0,345524318
0,0,0,0.5,0,2,2,0,39.5,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,9,9,0,12.55555556,0,0,0
6.803385873,2.804377101,0.146985636,0.004761905,16,15,5,10,13.66666667,0,0,509165466
0,0,0,0.013888889,0,9,9,0,16,0,0,0
1,1.92389671,1,0.003267974,1,18,8,10,7.333333333,0,0,318490520
0,0,0,0.003676471,0,17,17,0,13.05882353,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,13,13,0,16.92307692,0,0,0
0,0,0,0,0,4,4,0,17,0,0,0
7.173730298,7.430442606,0.13939749,0.003623188,18,24,12,12,14.20833333,0,0,1402042941
0,0,0,0,0,1,1,0,13,0,0,0
7.786106246,1.718937491,0.128433901,0.005494505,17,14,4,10,10.92857143,0,0,315432149
7.903327496,0.866270685,0.126528984,0,18,13,3,10,10.46153846,0,0,145202074
0,0,0,0,0,3,3,0,14.33333333,0,0,0
0,0,0,0,0,3,3,0,13,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,3,3,0,14.66666667,0,0,0
0,0,0,0,0,11,11,0,12.90909091,0,0,0
0,0,0,0,0,2,2,0,16.5,0,0,0
0,0,0,0.083333333,0,4,4,0,13.75,0,0,0
0,0,0,0,0,7,7,0,13.14285714,0,0,0
6.602918856,4.177372778,0.151448173,0,18,13,3,10,11.53846154,0,0,787934272
6.785522475,4.159574259,0.147372587,0,17,15,5,10,11.46666667,0,0,798572388
0,0,0,0,0,12,12,0,14.41666667,0,0,0
6.767075306,6.7944986,0.147774327,0,17,19,9,10,16.42105263,0,0,1334940494
1,0.043355704,1,0,1,3,2,1,12,0,0,7594605
0,0,0,0,0,1,1,0,7,0,0,0
7.761354349,0.337092222,0.128843492,0.023809524,18,7,2,5,10.71428571,0,0,63515677
0,0,0,0.133333333,0,6,6,0,24.16666667,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
6.702510216,3.048117776,0.149197833,0,17,15,5,10,13.86666667,0,0,610895710
6.62813777,2.238541099,0.150871939,0.006410256,16,13,3,10,12.23076923,0,0,427524558
1,0.152919743,1,0,1,6,5,1,11.83333333,0,0,27813240
6.0372446,1.788140109,0.165638477,0.007575758,17,12,2,10,51.41666667,0,0,376745995
7.213426737,2.627224947,0.138630368,0,19,12,2,10,8.666666667,0,0,477849046
7.155049621,2.76286727,0.139761435,0.005847953,18,19,9,10,11.68421053,0,0,526961380
7.946643316,2.770891925,0.125839296,0,18,20,11,9,9.7,0,0,517549251
6.94150613,2.080238142,0.144060955,0.007575758,18,12,2,10,13.83333333,0,0,372925634
0,0,0,0,0,7,7,0,13.71428571,0,0,0
0,0,0,0,0,5,5,0,16,0,0,0
6.823000584,4.010985571,0.146563083,0,17,7,2,5,13.85714286,0,0,730065545
6.045300642,4.260143089,0.165417745,0,16,12,2,10,57.33333333,0,0,879785079
0,0,0,0,0,11,11,0,13.54545455,0,0,0
0,0,0,0,0,8,8,0,14.75,0,0,0
9.124460012,1.669974934,0.109595527,0,20,6,5,1,13.66666667,0,0,319906015
0,0,0,0,0,6,6,0,18.5,0,0,0
0,0,0,0.166666667,0,3,3,0,18,0,0,0
8.030472855,2.018566476,0.124525668,0,19,15,5,10,11.86666667,0,0,376540546
0,0,0,0,0,2,2,0,17.5,0,0,0
0,0,0,0,0,3,3,0,15.66666667,0,0,0
6.122942207,4.216345783,0.163320176,0.010989011,17,14,4,10,45.28571429,0,0,805569533
8.680910683,0.632880609,0.115195287,0.008333333,19,16,11,5,12.3125,0,0,117566193
1.181818182,1.002185459,0.846153846,0,2,16,7,9,8.25,0,0,175313586
7.710215995,3.03742532,0.129698053,0,17,24,15,9,10.79166667,0,0,580856129
0,0,0,0,0,2,2,0,12.5,0,0,0
6.774314069,1.818528075,0.147616421,0,18,13,3,10,10.53846154,0,0,310794958
0,0,0,0,0,4,4,0,12.25,0,0,0
0,0,0,0,0,6,6,0,32.66666667,0,0,0
0,0,0,0,0,3,3,0,35.33333333,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
1,0.192327985,1,0,1,7,6,1,12.85714286,0,0,34414549
0,0,0,0,0,8,8,0,22.25,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,9,9,0,11.55555556,0,0,0
6.426269702,7.752880261,0.155611272,0.013071895,17,18,8,10,15.77777778,0,0,1557872174
0,0,0,0,0,3,3,0,33.66666667,0,0,0
7.940695774,0.128095878,0.125933549,0,19,3,2,1,7.666666667,0,0,19834484
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0.05,0,5,5,0,10.4,0,0,0
6.684530064,7.69912789,0.149599148,0.004761905,17,21,11,10,13.9047619,0,0,1441165178
7.766374781,1.813122673,0.128760204,0,19,15,5,10,8.066666667,0,0,322094835
6.427170868,0,0.155589453,0,17,10,0,10,10.9,0,0,0
0,0,0,0,0,5,5,0,13.6,0,0,0
0,0,0,0,0,2,2,0,17.5,0,0,0
1,0.066220451,1,0,1,4,3,1,13.75,0,0,11803600
6.63339171,1.963688425,0.150752442,0.017857143,16,8,3,5,11.375,0,0,328937284
0,0,0,0,0,5,5,0,14.6,0,0,0
