AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
6.984238179,4.561164315,0.143179539,0,18,21,11,FALSE,2688,10.66666667,10,0,FALSE,0,2688,843167395
0,0,0,0,0,3,3,FALSE,2477,36.66666667,0,0,FALSE,0,2477,0
0,0,0,0.009090909,0,11,11,FALSE,1466,12.54545455,0,0,FALSE,0,1466,0
0,0,0,0,0,23,23,FALSE,1441,16.30434783,0,0,FALSE,0,1441,0
0,0,0,0,0,15,15,FALSE,672,15.4,0,0,FALSE,0,672,0
6.280093403,24.81635734,0.1592333,0.001298701,18,56,46,FALSE,1086,14.30357143,10,0,FALSE,0,1086,5411727542
6.604670169,28.8309873,0.151408015,0.004201681,16,85,75,FALSE,1020,15.31764706,10,0,FALSE,0,1020,6423884776
0,0,0,0.023809524,0,22,22,FALSE,1019,18.54545455,0,0,FALSE,0,1019,0
0,0,0,0,0,11,11,FALSE,853,17.90909091,0,0,FALSE,0,853,0
8.33380035,5.028123868,0.119993275,8.05E-04,19,71,63,FALSE,271,13.3943662,8,0,FALSE,0,271,1021531918
7.259661413,19.72952823,0.137747471,0.005583309,18,83,73,FALSE,227,15.15662651,10,0,FALSE,0,227,4439689491
7.576532399,3.130521956,0.131986501,0.005494505,18,14,5,FALSE,3509,10.71428571,9,0,FALSE,0,3509,585472109
0,0,0,0.033333333,0,6,6,FALSE,3508,20.5,0,0,FALSE,0,3508,0
6.282078225,2.096584904,0.159182991,0,17,11,3,FALSE,3507,51,8,0,FALSE,0,3507,414347814
0,0,0,0,0,4,4,FALSE,3506,13.5,0,0,FALSE,0,3506,0
0,0,0,0,0,4,4,FALSE,3505,15,0,0,FALSE,0,3505,0
0,0,0,0,0,4,4,FALSE,2956,15,0,0,FALSE,0,2956,0
0,0,0,0,0,6,6,FALSE,2941,21.5,0,0,FALSE,0,2941,0
6.149328663,3.318760455,0.162619378,0.0125,17,16,6,FALSE,1864,49.75,10,0,FALSE,0,1864,666733682
7.285697607,1.248358648,0.137255216,0.006410256,16,13,4,FALSE,208,10,9,0,FALSE,0,208,216185651
6.571395213,17.73216714,0.152174686,0.001666667,16,25,16,FALSE,207,14.8,9,0,FALSE,0,207,3626104066
6.291068301,10.66191964,0.158955515,0.008333333,15,16,6,FALSE,206,19.75,10,0,FALSE,0,206,1913739348
8.445417396,2.496190392,0.11840741,0,20,20,10,FALSE,205,7.7,10,0,FALSE,0,205,470733967
7.370227671,0.954407953,0.135681019,0,18,13,4,FALSE,204,13.23076923,9,0,FALSE,0,204,169616111
6.313952131,2.392384922,0.158379408,0,17,12,2,FALSE,203,60.58333333,10,0,FALSE,0,203,626879938
0,0,0,0,0,1,1,FALSE,201,15,0,0,FALSE,0,201,0
0,0,0,0,0,1,1,FALSE,200,15,0,0,FALSE,0,200,0
0,0,0,0,0,4,4,FALSE,199,12.75,0,0,FALSE,0,199,0
6.339054291,8.202166626,0.157752238,0.004761905,15,15,5,FALSE,198,13.33333333,10,0,FALSE,0,198,1619633363
6.669702277,2.551144104,0.14993173,0,18,13,3,FALSE,3520,11.15384615,10,0,FALSE,0,3520,442119874
7.66619965,0.565350293,0.130442729,0,18,12,2,FALSE,3519,7.833333333,10,0,FALSE,0,3519,94377833
7.430589609,2.2748713,0.134578822,0,18,15,6,FALSE,3518,11.46666667,9,0,FALSE,0,3518,413899892
0,0,0,0,0,1,1,FALSE,3517,16,0,0,FALSE,0,3517,0
6.274839463,1.114590823,0.159366627,0,18,11,1,FALSE,3516,15.18181818,10,0,FALSE,0,3516,200204793
8.333216579,0.180760595,0.120001681,0.023809524,19,7,2,FALSE,3515,11,5,0,FALSE,0,3515,29703226
0,0,0,0,0,1,1,FALSE,3514,16,0,0,FALSE,0,3514,0
0,0,0,0,0,4,4,FALSE,3282,13.25,0,0,FALSE,0,3282,0
0,0,0,0,0,4,4,FALSE,3542,9.75,0,0,FALSE,0,3542,0
0,0,0,0,0,2,2,FALSE,3541,12,0,0,FALSE,0,3541,0
0,0,0,0,0,3,3,FALSE,3540,14,0,0,FALSE,0,3540,0
6.918505546,0.72485243,0.144539886,0.023809524,17,7,2,FALSE,3313,15.85714286,5,0,FALSE,0,3313,146706568
0,0,0,0.001976285,0,23,23,FALSE,3171,14.47826087,0,0,FALSE,0,3171,0
6.717338004,2.25416191,0.148868495,0.005494505,17,14,4,FALSE,2602,10.71428571,10,0,FALSE,0,2602,426578563
0,0,0,0,0,3,3,FALSE,2506,11.66666667,0,0,FALSE,0,2506,0
0,0,0,0,0,2,2,FALSE,1687,11.5,0,0,FALSE,0,1687,0
0,0,0,0.033333333,0,6,6,FALSE,3504,9.833333333,0,0,FALSE,0,3504,0
0,0,0,0,0,8,8,FALSE,3503,14.125,0,0,FALSE,0,3503,0
0,0,0,0,0,3,3,FALSE,3502,11,0,0,FALSE,0,3502,0
0,0,0,0,0,7,7,FALSE,1833,11.85714286,0,0,FALSE,0,1833,0
0,0,0,0,0,21,21,FALSE,744,14.42857143,0,0,FALSE,0,744,0
0,0,0,0,0,10,10,FALSE,406,15.1,0,0,FALSE,0,406,0
1,0.505248349,1,0.010989011,1,14,11,FALSE,305,13.07142857,3,0,FALSE,0,305,92828139
6.378283713,16.41332395,0.156781988,0.004761905,17,21,11,FALSE,1778,14.71428571,10,0,FALSE,0,1778,3237548338
6.451605371,10.48923328,0.155000181,0,17,31,21,FALSE,1777,13.51612903,10,0,FALSE,0,1777,2059638035
6.530064215,24.36658337,0.153137851,0.004684685,17,75,65,FALSE,887,13.98666667,10,0,FALSE,0,887,5092870797
0,0,0,0,0,16,16,FALSE,280,13.25,0,0,FALSE,0,280,0
1,0.187426763,1,0,1,68,67,FALSE,278,13.41176471,1,0,FALSE,0,278,34898745
6.473204904,28.01226455,0.154482983,0,18,68,59,FALSE,276,13.20588235,9,0,FALSE,0,276,5597620101
6.668768243,3.598401407,0.149952729,0.004166667,19,16,7,FALSE,197,10.125,9,0,FALSE,0,197,609369849
6.992761238,3.595994848,0.143005026,0.006410256,18,13,3,FALSE,196,13,10,0,FALSE,0,196,675531532
1.307692308,0.352770761,0.764705882,0,2,13,4,FALSE,195,11.38461538,9,0,FALSE,0,195,59158830
0,0,0,0,0,11,11,FALSE,193,12.63636364,0,0,FALSE,0,193,0
0,0,0,0,0,1,1,FALSE,192,15,0,0,FALSE,0,192,0
6.160770578,1.243382025,0.162317357,0,17,12,2,FALSE,191,46.83333333,10,0,FALSE,0,191,233232249
0,0,0,0,0,16,16,FALSE,190,13,0,0,FALSE,0,190,0
0,0,0,0,0,5,5,FALSE,189,17.2,0,0,FALSE,0,189,0
0,0,0,0.002923977,0,19,19,FALSE,188,14.63157895,0,0,FALSE,0,188,0
6.702043199,2.593566148,0.14920823,0,18,15,5,FALSE,187,12.06666667,10,0,FALSE,0,187,473358379
6.356100409,3.205666433,0.15732917,0.007575758,16,12,2,FALSE,7810,10.33333333,10,0,FALSE,0,7810,538016341
0,0,0,0,0,3,3,FALSE,7114,13,0,0,FALSE,0,7114,0
6.512784588,2.672527037,0.153544154,0,16,14,5,FALSE,6587,11.14285714,9,0,FALSE,0,6587,475155578
0,0,0,0,0,6,6,FALSE,6552,11,0,0,FALSE,0,6552,0
6.759369527,1.898406618,0.147942792,0,17,15,5,FALSE,2962,13.13333333,10,0,FALSE,0,2962,343078186
7.253590193,2.433655097,0.137862765,0,19,14,4,FALSE,2433,17.14285714,10,0,FALSE,0,2433,511720435
0,0,0,0,0,6,6,FALSE,2047,11.66666667,0,0,FALSE,0,2047,0
0,0,0,0.004761905,0,15,15,FALSE,1650,12.6,0,0,FALSE,0,1650,0
0,0,0,0,0,3,3,FALSE,3501,14.66666667,0,0,FALSE,0,3501,0
0,0,0,0,0,2,2,FALSE,3500,22,0,0,FALSE,0,3500,0
7.086748395,1.38091488,0.141108438,0,18,13,3,FALSE,3499,8.923076923,10,0,FALSE,0,3499,260314072
0,0,0,0,0,6,6,FALSE,3149,13.66666667,0,0,FALSE,0,3149,0
0,0,0,0,0,3,3,FALSE,3033,30,0,0,FALSE,0,3033,0
0,0,0,0,0,5,5,FALSE,2990,13.8,0,0,FALSE,0,2990,0
6.70262697,5.390986234,0.149195234,0.006493506,17,22,12,FALSE,1520,12.45454545,10,0,FALSE,0,1520,994161887
0,0,0,0,0,8,8,FALSE,1258,12.5,0,0,FALSE,0,1258,0
0,0,0,0,0,4,4,FALSE,2370,13,0,0,FALSE,0,2370,0
0,0,0,0,0,20,20,FALSE,2368,13.65,0,0,FALSE,0,2368,0
6.456742557,8.032683439,0.154876858,0.022058824,15,17,7,FALSE,2367,14.29411765,10,0,FALSE,0,2367,1505733626
6.798598949,6.313542782,0.147089129,0,18,20,11,FALSE,1150,12.25,9,0,FALSE,0,1150,1264797696
6.42510216,6.641186585,0.155639549,0,16,23,13,FALSE,960,13.34782609,10,0,FALSE,0,960,1377279408
6.94372446,4.940314958,0.144014931,0.004761905,18,21,10,FALSE,326,13,11,0,FALSE,0,326,993586442
6.652656159,2.766975869,0.1503159,0,16,13,3,FALSE,185,11.38461538,10,0,FALSE,0,185,463183541
0,0,0,0,0,1,1,FALSE,184,10,0,0,FALSE,0,184,0
7.410274372,0.79940456,0.13494777,0,18,14,4,FALSE,183,9.857142857,10,0,FALSE,0,183,138206278
0,0,0,0,0,1,1,FALSE,182,10,0,0,FALSE,0,182,0
6.400233508,8.706892422,0.156244299,0,16,26,16,FALSE,180,12.76923077,10,0,FALSE,0,180,1761068665
0,0,0,0,0,1,1,FALSE,179,10,0,0,FALSE,0,179,0
0,0,0,0,0,1,1,FALSE,178,10,0,0,FALSE,0,178,0
0,0,0,0,0,1,1,FALSE,177,10,0,0,FALSE,0,177,0
6.895344767,0,0.145025381,0,17,10,0,FALSE,176,7.7,10,0,FALSE,0,176,0
7.717454758,1.224698069,0.129576399,0,18,12,2,FALSE,3496,9.916666667,10,0,FALSE,0,3496,222040808
6.523992995,4.105901301,0.153280361,0,17,12,2,FALSE,3495,10.83333333,10,0,FALSE,0,3495,732325079
0,0,0,0,0,1,1,FALSE,3494,12,0,0,FALSE,0,3494,0
0,0,0,0,0,5,5,FALSE,3493,13.2,0,0,FALSE,0,3493,0
6.595563339,3.076613693,0.151617072,0,17,10,1,FALSE,3492,8.9,9,0,FALSE,0,3492,534941880
6.275189726,5.600950775,0.159357732,0,18,14,4,FALSE,3093,11.14285714,10,0,FALSE,0,3093,1051954753
7.112901343,1.650715636,0.140589606,0,16,7,6,FALSE,2957,15.85714286,1,0,FALSE,0,2957,296741674
7.132866316,3.950134297,0.140196094,0,18,12,3,FALSE,2330,20.66666667,9,0,FALSE,0,2330,829495916
0,0,0,0,0,3,3,FALSE,873,30,0,0,FALSE,0,873,0
1,0.035752824,1,0,1,7,6,FALSE,338,10.14285714,1,0,FALSE,0,338,6620878
0,0,0,0,0,4,4,FALSE,175,16,0,0,FALSE,0,175,0
0,0,0,0,0,2,2,FALSE,174,19.5,0,0,FALSE,0,174,0
0,0,0,0,0,1,1,FALSE,173,27,0,0,FALSE,0,173,0
6.456742557,8.060771729,0.154876858,0,17,12,2,FALSE,172,10.41666667,10,0,FALSE,0,172,1441711249
0,0,0,0,0,1,1,FALSE,171,27,0,0,FALSE,0,171,0
0,0,0,0,0,9,9,FALSE,170,13.33333333,0,0,FALSE,0,170,0
0,0,0,0,0,1,1,FALSE,169,27,0,0,FALSE,0,169,0
0,0,0,0,0,2,2,FALSE,168,23,0,0,FALSE,0,168,0
0,0,0,0,0,12,12,FALSE,167,12.83333333,0,0,FALSE,0,167,0
7.451138354,6.46240705,0.134207681,0,18,27,17,FALSE,166,11.48148148,10,0,FALSE,0,166,1159035363
0,0,0,0,0,2,2,FALSE,3669,10.5,0,0,FALSE,0,3669,0
6.604203152,1.354184142,0.151418722,0.009090909,16,11,1,FALSE,562,11,10,0,FALSE,0,562,250712372
8.368359603,0.509510908,0.119497733,0,19,5,1,FALSE,3489,7,4,0,FALSE,0,3489,85242448
7.150379451,0.212627913,0.139852718,0,18,10,1,FALSE,3488,11.5,9,0,FALSE,0,3488,41699297
6.889900759,3.659476744,0.145139972,0,16,9,4,FALSE,3487,12.55555556,5,0,FALSE,0,3487,674591765
1,0.144233579,1,0,1,5,4,FALSE,3486,11.2,1,0,FALSE,0,3486,25918122
6.693053123,2.98834218,0.149408645,0,17,15,5,FALSE,1890,10.4,10,0,FALSE,0,1890,523521227
0,0,0,0,0,4,4,FALSE,939,14.5,0,0,FALSE,0,939,0
6.723175715,4.071903302,0.148739233,0,18,16,6,FALSE,848,12.5625,10,0,FALSE,0,848,730882557
6.404786924,10.21209153,0.156133219,0,17,15,5,FALSE,419,14.66666667,10,0,FALSE,0,419,1943940760
0,0,0,0,0,1,1,FALSE,165,11,0,0,FALSE,0,165,0
1,0.024950703,1,0,1,4,3,FALSE,164,12.75,1,0,FALSE,0,164,4327175
0,0,0,0,0,1,1,FALSE,163,11,0,0,FALSE,0,163,0
0,0,0,0,0,5,5,FALSE,162,13.4,0,0,FALSE,0,162,0
0,0,0,0.004761905,0,15,15,FALSE,161,19,0,0,FALSE,0,161,0
7.603619381,0.712539394,0.131516315,0,17,6,5,FALSE,160,16.83333333,1,0,FALSE,0,160,129846655
6.381085814,3.425585225,0.156713141,0,16,15,5,FALSE,159,10.33333333,10,0,FALSE,0,159,561006850
0,0,0,0,0,1,1,FALSE,158,11,0,0,FALSE,0,158,0
0,0,0,0,0,4,4,FALSE,157,14,0,0,FALSE,0,157,0
7.255575015,1.265763616,0.137825051,0,17,11,2,FALSE,156,7,9,0,FALSE,0,156,221688519
0,0,0,0,0,3,3,FALSE,3480,13,0,0,FALSE,0,3480,0
0,0,0,0,0,1,1,FALSE,3479,15,0,0,FALSE,0,3479,0
6.695154699,1.975859836,0.149361747,0.006410256,18,13,4,FALSE,3478,10.84615385,9,0,FALSE,0,3478,365758558
6.871920607,1.400741337,0.145519725,0.010989011,18,14,5,FALSE,2534,11.57142857,9,0,FALSE,0,2534,255115364
0,0,0,0,0,10,10,FALSE,1770,10.8,0,0,FALSE,0,1770,0
0,0,0,0,0,12,12,FALSE,678,12.75,0,0,FALSE,0,678,0
6.666783421,5.635168033,0.149997373,0,19,20,10,FALSE,632,9.8,10,0,FALSE,0,632,1010256738
8.096088733,0.85474911,0.123516433,0,19,15,5,FALSE,481,10.4,10,0,FALSE,0,481,155206736
0,0,0,0,0,4,4,FALSE,3491,15.25,0,0,FALSE,0,3491,0
6.923885127,0.170042481,0.144427584,0.036363636,18,11,1,FALSE,3490,9.454545455,10,0,FALSE,0,3490,27086276
6.97267951,5.904194986,0.143416889,0.00952381,18,21,11,FALSE,2823,11.33333333,10,0,FALSE,0,2823,1058558021
0,0,0,0,0,13,13,FALSE,2705,13.38461538,0,0,FALSE,0,2705,0
0,0,0,0,0,7,7,FALSE,2694,15.42857143,0,0,FALSE,0,2694,0
1,0.048229776,1,0,1,16,15,FALSE,2643,13.9375,1,0,FALSE,0,2643,7589605
6.206771745,7.551024838,0.161114351,0,16,22,12,FALSE,920,13.40909091,10,0,FALSE,0,920,1507402990
0,0,0,0,0,11,11,FALSE,3485,13.63636364,0,0,FALSE,0,3485,0
0,0,0,0,0,1,1,FALSE,3484,19,0,0,FALSE,0,3484,0
0,0,0,0,0,2,2,FALSE,3483,16.5,0,0,FALSE,0,3483,0
0,0,0,0.033333333,0,6,6,FALSE,3482,13.33333333,0,0,FALSE,0,3482,0
0,0,0,0,0,1,1,FALSE,3481,19,0,0,FALSE,0,3481,0
0,0,0,0,0,10,10,FALSE,2519,15.6,0,0,FALSE,0,2519,0
6.673555166,3.936312885,0.149845169,0,17,16,6,FALSE,2376,12.6875,10,0,FALSE,0,2376,726641782
1,0.192327985,1,0,1,7,6,FALSE,2339,12.42857143,1,0,FALSE,0,2339,34808237
6.582370111,5.474856319,0.151920962,0,18,16,7,FALSE,779,10.8125,9,0,FALSE,0,779,1092389802
7.967775832,3.7522448,0.125505539,0,17,18,15,FALSE,325,12.5,3,0,FALSE,0,325,770984409
0,0,0,0,0,9,9,FALSE,3498,14.66666667,0,0,FALSE,0,3498,0
0,0,0,0,0,4,4,FALSE,3497,16,0,0,FALSE,0,3497,0
0,0,0,0,0,6,6,FALSE,2202,11.33333333,0,0,FALSE,0,2202,0
6.190776416,7.419121268,0.161530628,0.005847953,17,19,9,FALSE,2025,42.78947368,10,0,FALSE,0,2025,1542766277
0,0,0,0,0,12,12,FALSE,573,18.41666667,0,0,FALSE,0,573,0
0,0,0,0.006410256,0,13,13,FALSE,548,11.92307692,0,0,FALSE,0,548,0
0,0,0,0,0,5,5,FALSE,238,14.8,0,0,FALSE,0,238,0
0,0,0,0,0,12,12,FALSE,194,13.75,0,0,FALSE,0,194,0
0,0,0,0,0,6,6,FALSE,561,21.16666667,0,0,FALSE,0,561,0
6.254173964,5.23043111,0.159893218,0.022727273,17,12,2,FALSE,559,60.75,10,0,FALSE,0,559,1429281959
7.572796264,4.343106834,0.132051618,0,18,11,3,FALSE,558,11.90909091,8,0,FALSE,0,558,783166574
0,0,0,0,0,1,1,FALSE,556,38,0,0,FALSE,0,556,0
0,0,0,0,0,4,4,FALSE,555,20,0,0,FALSE,0,555,0
0,0,0,0.017857143,0,8,8,FALSE,554,24,0,0,FALSE,0,554,0
0,0,0,0,0,2,2,FALSE,553,25,0,0,FALSE,0,553,0
0,0,0,0,0,2,2,FALSE,3477,13,0,0,FALSE,0,3477,0
6.265265616,1.918791371,0.159610152,0.038461538,17,14,4,FALSE,3476,41.35714286,10,0,FALSE,0,3476,360801807
0,0,0,0,0,4,4,FALSE,3475,10.25,0,0,FALSE,0,3475,0
6.054524227,4.251069944,0.165165744,0.020833333,17,16,6,FALSE,2369,48.875,10,0,FALSE,0,2369,998320638
6.771161705,0.817666729,0.147685145,0,16,11,2,FALSE,1858,12.18181818,9,0,FALSE,0,1858,145904137
6.579684764,15.17089786,0.151982965,0.001048218,17,54,44,FALSE,1277,14.24074074,10,0,FALSE,0,1277,3103504863
0,0,0,0,0,2,2,FALSE,933,17,0,0,FALSE,0,933,0
6.3627554,28.40205498,0.157164615,6.27E-04,18,57,47,FALSE,392,13.75438596,10,0,FALSE,0,392,5999606651
6.351663748,16.71454074,0.157439065,0.007627394,17,79,69,FALSE,391,19.5443038,10,0,FALSE,0,391,4357985312
6.725277291,28.63135211,0.148692754,0.001755926,18,68,58,FALSE,272,14.57352941,10,0,FALSE,0,272,5813060466
6.411091652,2.763038387,0.155979676,0.004761905,16,15,5,FALSE,155,12.26666667,10,0,FALSE,0,155,532493800
6.708882923,0.124628658,0.149056111,0,17,11,1,FALSE,154,13.36363636,10,0,FALSE,0,154,26055000
7.097723292,5.894066251,0.140890249,0,18,19,9,FALSE,153,10.78947368,10,0,FALSE,0,153,1166017728
0,0,0,0,0,1,1,FALSE,152,10,0,0,FALSE,0,152,0
7.185639229,1.065623432,0.139166464,0,18,17,7,FALSE,151,11.52941176,10,0,FALSE,0,151,250961207
7.06619965,8.975642167,0.141518787,7.11E-04,18,38,28,FALSE,150,14.13157895,10,0,FALSE,0,150,1798571957
0,0,0,0,0,8,8,FALSE,149,11.375,0,0,FALSE,0,149,0
0,0,0,0.032051282,0,13,13,FALSE,148,14.23076923,0,0,FALSE,0,148,0
6.236544075,2.957010372,0.160345215,0.00952381,16,15,5,FALSE,147,25,10,0,FALSE,0,147,646340072
0,0,0,0,0,4,4,FALSE,146,13.5,0,0,FALSE,0,146,0
6.626910958,0,0.15089987,0.011111111,17,10,0,FALSE,145,14.1,10,0,FALSE,0,145,0
1,0.830819313,1,0,1,13,4,FALSE,6600,7.153846154,9,0,FALSE,0,6600,140560408
0,0,0,0.05,0,5,5,FALSE,4880,10.8,0,0,FALSE,0,4880,0
1.7,1.039646823,0.588235294,0.017857143,2,8,5,FALSE,1783,9.5,3,0,FALSE,0,1783,170767980
0,0,0,0,0,2,2,FALSE,3654,7.5,0,0,FALSE,0,3654,0
0,0,0,0,0,6,6,FALSE,2788,13.33333333,0,0,FALSE,0,2788,0
8.109165207,1.355170324,0.123317256,0,19,10,5,FALSE,828,8.7,5,0,FALSE,0,828,230146941
0,0,0,0,0,3,3,FALSE,5515,11.66666667,0,0,FALSE,0,5515,0
0,0,0,0,0,6,6,FALSE,3571,13.33333333,0,0,FALSE,0,3571,0
0,0,0,0,0,3,3,FALSE,3110,9.666666667,0,0,FALSE,0,3110,0
6.864214828,10.52570402,0.145683086,0.006097561,17,41,31,FALSE,1363,15.02439024,10,0,FALSE,0,1363,2143760990
0,0,0,0.041666667,0,9,9,FALSE,1114,24.11111111,0,0,FALSE,0,1114,0
6.875189726,15.11463627,0.145450532,0.003214494,16,59,49,FALSE,999,14.83050847,10,0,FALSE,0,999,3046471520
7.465265616,12.4741229,0.133953707,4.87E-04,18,79,67,FALSE,876,12.82278481,12,0,FALSE,0,876,2388374005
7.442265032,7.383462722,0.134367695,0.001631702,17,66,56,FALSE,821,14.75757576,10,0,FALSE,0,821,1530800489
6.284880327,24.96638129,0.159112019,3.81E-04,17,73,63,FALSE,541,13.57534247,10,0,FALSE,0,541,5396777982
6.613893754,26.52335902,0.151196865,1.71E-04,17,77,68,FALSE,230,13.64935065,9,0,FALSE,0,230,5366149806
6.569176883,36.37051006,0.152226073,0.007493388,17,83,73,FALSE,222,15.84337349,10,0,FALSE,0,222,7727402342
0,0,0,0.083333333,0,4,4,FALSE,144,11.75,0,0,FALSE,0,144,0
2.19047619,0.636997081,0.456521739,0.013888889,3,9,6,FALSE,143,12,3,0,FALSE,0,143,102792966
9.105312318,0.386770757,0.109825997,0.023809524,20,7,3,FALSE,142,9.714285714,4,0,FALSE,0,142,66867279
0,0,0,0,0,3,3,FALSE,141,12.66666667,0,0,FALSE,0,141,0
0,0,0,0.05,0,5,5,FALSE,140,10.4,0,0,FALSE,0,140,0
1,0.285860056,1,0,1,6,3,FALSE,139,9.5,3,0,FALSE,0,139,53271363
0,0,0,0,0,1,1,FALSE,138,16,0,0,FALSE,0,138,0
0,0,0,0,0,9,9,FALSE,137,14.55555556,0,0,FALSE,0,137,0
0,0,0,0,0,14,14,FALSE,136,18.07142857,0,0,FALSE,0,136,0
6.130531232,5.509188408,0.163118001,0.007142857,17,21,11,FALSE,135,39.28571429,10,0,FALSE,0,135,1087687009
7.106129597,1.252927237,0.14072358,0.008333333,18,16,6,FALSE,134,9.375,10,0,FALSE,0,134,229229255
1,0.012652182,1,0,1,4,3,FALSE,132,11.25,1,0,FALSE,0,132,2679266
6.698423818,2.350556423,0.149288852,0,17,12,2,FALSE,3471,17.41666667,10,0,FALSE,0,3471,452944765
0,0,0,0,0,6,6,FALSE,3470,13.66666667,0,0,FALSE,0,3470,0
0,0,0,0,0,1,1,FALSE,3469,11,0,0,FALSE,0,3469,0
1,0.192327985,1,0,1,3,2,FALSE,3468,8,1,0,FALSE,0,3468,37773620
0,0,0,0,0,2,2,FALSE,3467,11,0,0,FALSE,0,3467,0
0,0,0,0,0,4,4,FALSE,3466,11.5,0,0,FALSE,0,3466,0
0,0,0,0,0,7,7,FALSE,3465,12.14285714,0,0,FALSE,0,3465,0
0,0,0,0,0,4,4,FALSE,3464,32.5,0,0,FALSE,0,3464,0
7.02813777,5.179568951,0.142285202,0.002380952,17,21,11,FALSE,2759,11.80952381,10,0,FALSE,0,2759,955202011
0,0,0,0,0,4,4,FALSE,2030,11.75,0,0,FALSE,0,2030,0
0,0,0,0.011111111,0,10,10,FALSE,1135,16.6,0,0,FALSE,0,1135,0
0,0,0,0.010989011,0,14,14,FALSE,1134,15.42857143,0,0,FALSE,0,1134,0
7.969410391,2.793610857,0.125479797,0.006410256,18,13,4,FALSE,1133,10.30769231,9,0,FALSE,0,1133,472340616
0,0,0,0,0,3,3,FALSE,1132,37.66666667,0,0,FALSE,0,1132,0
0,0,0,0,0,7,7,FALSE,1131,24,0,0,FALSE,0,1131,0
0,0,0,0,0,4,4,FALSE,1130,31.5,0,0,FALSE,0,1130,0
0,0,0,0,0,5,5,FALSE,1129,16.4,0,0,FALSE,0,1129,0
0,0,0,0,0,2,2,FALSE,701,22,0,0,FALSE,0,701,0
0,0,0,0,0,9,9,FALSE,538,15.77777778,0,0,FALSE,0,538,0
0,0,0,0,0,13,13,FALSE,486,14.46153846,0,0,FALSE,0,486,0
6.04028021,19.76228768,0.165555233,0.006628788,17,33,23,FALSE,2022,14.45454545,10,0,FALSE,0,2022,3832277469
0,0,0,0,0,5,5,FALSE,131,13,0,0,FALSE,0,131,0
0,0,0,0,0,4,4,FALSE,130,22.5,0,0,FALSE,0,130,0
0,0,0,0,0,7,7,FALSE,129,12.42857143,0,0,FALSE,0,129,0
0,0,0,0,0,10,10,FALSE,128,11.4,0,0,FALSE,0,128,0
0,0,0,0,0,2,2,FALSE,127,13,0,0,FALSE,0,127,0
0,0,0,0,0,10,10,FALSE,126,11.2,0,0,FALSE,0,126,0
7.329947461,2.077412743,0.136426626,0,18,11,1,FALSE,125,7.090909091,10,0,FALSE,0,125,400683302
0,0,0,0,0,1,1,FALSE,124,14,0,0,FALSE,0,124,0
7.039696439,1.667893782,0.14205158,0,18,6,5,FALSE,122,16.33333333,1,0,FALSE,0,122,306711127
7.634092236,3.252358457,0.130991344,0,19,14,4,FALSE,121,9.857142857,10,0,FALSE,0,121,620789129
0,0,0,0,0,2,2,FALSE,1304,8.5,0,0,FALSE,0,1304,0
0,0,0,0,0,12,12,FALSE,1303,11,0,0,FALSE,0,1303,0
0,0,0,0.023809524,0,7,7,FALSE,1302,13.28571429,0,0,FALSE,0,1302,0
0,0,0,0,0,3,3,FALSE,1301,12.66666667,0,0,FALSE,0,1301,0
6.706946877,7.234432029,0.149099138,0,17,17,7,FALSE,1300,13.23529412,10,0,FALSE,0,1300,1298355592
6.215761821,4.757388058,0.160881325,0.005494505,16,14,4,FALSE,1299,35.71428571,10,0,FALSE,0,1299,966839449
0,0,0,0,0,3,3,FALSE,923,14,0,0,FALSE,0,923,0
0,0,0,0,0,5,5,FALSE,426,14.4,0,0,FALSE,0,426,0
0,0,0,0,0,5,5,FALSE,3315,13.8,0,0,FALSE,0,3315,0
0,0,0,0,0,4,4,FALSE,3231,10.75,0,0,FALSE,0,3231,0
0,0,0,0,0,9,9,FALSE,2627,14.77777778,0,0,FALSE,0,2627,0
0,0,0,0,0,5,5,FALSE,1714,28.4,0,0,FALSE,0,1714,0
0,0,0,0,0,10,10,FALSE,1649,15.2,0,0,FALSE,0,1649,0
0,0,0,0,0,7,7,FALSE,963,12.42857143,0,0,FALSE,0,963,0
0,0,0,0,0,5,5,FALSE,911,23.8,0,0,FALSE,0,911,0
0,0,0,0,0,5,5,FALSE,307,12.8,0,0,FALSE,0,307,0
0,0,0,0.023809524,0,7,7,FALSE,181,17.14285714,0,0,FALSE,0,181,0
6.130881494,1.633681464,0.163108682,0.00952381,17,15,5,FALSE,3455,50.13333333,10,0,FALSE,0,3455,326387919
0,0,0,0,0,1,1,FALSE,3454,13,0,0,FALSE,0,3454,0
7.554349095,0.608081719,0.132374078,0,19,12,2,FALSE,3453,10.08333333,10,0,FALSE,0,3453,111874800
6.709632224,0.956173555,0.149039465,0.017857143,16,8,3,FALSE,3452,13.125,5,0,FALSE,0,3452,178225810
5.548628138,12.54289934,0.180224729,0.001048218,16,54,6,FALSE,3451,9.888888889,48,0,FALSE,0,3451,2301917668
0,0,0,0,0,1,1,FALSE,3450,13,0,0,FALSE,0,3450,0
0,0,0,0,0,8,8,FALSE,3317,14.625,0,0,FALSE,0,3317,0
